date,latitude,longitude,sst
2018-01,-34,114,20.419582
2018-01,-34,116,20.54731
2018-01,-34,118,
2018-01,-34,120,18.991232
2018-01,-34,122,19.016783
2018-01,-34,124,19.143497
2018-01,-34,126,19.317907
2018-01,-34,128,19.337378
2018-01,-34,130,19.321043
2018-01,-34,132,19.3705
2018-01,-34,134,19.513586
2018-01,-34,136,19.7659
2018-01,-34,138,19.877554
2018-01,-34,140,
2018-01,-34,142,
2018-01,-34,144,
2018-01,-34,146,
2018-01,-34,148,
2018-01,-34,150,
2018-01,-34,152,25.21597
2018-01,-34,154,25.07486
2018-01,-34,156,24.573551
2018-01,-34,158,24.073502
2018-01,-34,160,23.70219
2018-01,-34,162,23.35474
2018-01,-34,164,22.985376
2018-01,-34,166,22.589613
2018-01,-34,168,22.242067
2018-01,-34,170,22.070034
2018-01,-34,172,22.101961
2018-01,-34,174,22.218536
2018-01,-34,176,22.256586
2018-01,-34,178,22.148628
2018-01,-34,180,21.980337
2018-01,-34,182,21.835756
2018-01,-34,184,21.800028
2018-01,-34,186,21.717054
2018-01,-34,188,21.613747
2018-01,-34,190,21.496096
2018-01,-34,192,21.362215
2018-01,-34,194,21.246927
2018-01,-34,196,21.12922
2018-01,-34,198,20.981592
2018-01,-34,200,20.834145
2018-01,-34,202,20.723377
2018-01,-34,204,20.639015
2018-01,-34,206,20.529615
2018-01,-34,208,20.446672
2018-01,-34,210,20.332375
2018-01,-34,212,20.193348
2018-01,-34,214,20.052074
2018-01,-34,216,19.967873
2018-01,-34,218,19.960478
2018-01,-34,220,20.03139
2018-01,-34,222,20.121923
2018-01,-34,224,20.233076
2018-01,-34,226,20.31557
2018-01,-34,228,20.401512
2018-01,-34,230,20.57855
2018-01,-34,232,20.87195
2018-01,-34,234,21.235493
2018-01,-34,236,21.541914
2018-01,-34,238,21.818804
2018-01,-34,240,22.091225
2018-01,-34,242,22.303045
2018-01,-34,244,22.447744
2018-01,-34,246,22.535185
2018-01,-34,248,22.61855
